# MAGICC 6 RCP 3PD ,,,,,,,
2031,2.90E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2032,2.92E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2033,2.94E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2034,2.95E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2035,2.96E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2036,2.98E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2037,2.99E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2038,3.00E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2039,3.01E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2040,3.01E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2041,3.01E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2042,3.01E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2043,3.01E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2044,3.01E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2045,3.01E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2046,3.01E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2047,3.00E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2048,3.00E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2049,2.99E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2050,2.98E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2051,2.98E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2052,2.97E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2053,2.95E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2054,2.94E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2055,2.93E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2056,2.92E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2057,2.91E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2058,2.90E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2059,2.89E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2060,2.88E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2061,2.87E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2062,2.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2063,2.85E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2064,2.84E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2065,2.83E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2066,2.82E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2067,2.81E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2068,2.81E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2069,2.80E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2070,2.79E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2071,2.78E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2072,2.77E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2073,2.77E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2074,2.76E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2075,2.75E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2076,2.74E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2077,2.74E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2078,2.73E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2079,2.73E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2080,2.72E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2081,2.71E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2082,2.71E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2083,2.70E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2084,2.69E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2085,2.69E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2086,2.68E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2087,2.67E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2088,2.67E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2089,2.66E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2090,2.65E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2091,2.65E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2092,2.64E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2093,2.63E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2094,2.63E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2095,2.62E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2096,2.62E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2097,2.61E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2098,2.60E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2099,2.60E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2100,2.59E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2101,2.58E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2102,2.57E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2103,2.56E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2104,2.56E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2105,2.55E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2106,2.54E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2107,2.53E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2108,2.52E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2109,2.52E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2110,2.51E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2111,2.50E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2112,2.50E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2113,2.49E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2114,2.48E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2115,2.47E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2116,2.47E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2117,2.46E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2118,2.45E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2119,2.45E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2120,2.44E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2121,2.43E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2122,2.43E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2123,2.42E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2124,2.41E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2125,2.41E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2126,2.40E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2127,2.39E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2128,2.39E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2129,2.38E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2130,2.37E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2131,2.37E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2132,2.36E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2133,2.35E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2134,2.35E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2135,2.34E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2136,2.34E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2137,2.33E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2138,2.33E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2139,2.32E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2140,2.31E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2141,2.31E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2142,2.30E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2143,2.30E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2144,2.29E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2145,2.29E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2146,2.28E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2147,2.28E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2148,2.27E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2149,2.27E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2150,2.26E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2151,2.25E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2152,2.25E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2153,2.24E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2154,2.24E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2155,2.23E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2156,2.23E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2157,2.22E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2158,2.22E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2159,2.22E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2160,2.21E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2161,2.21E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2162,2.20E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2163,2.20E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2164,2.19E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2165,2.19E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2166,2.18E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2167,2.18E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2168,2.17E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2169,2.17E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2170,2.16E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2171,2.16E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2172,2.15E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2173,2.15E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2174,2.15E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2175,2.14E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2176,2.14E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2177,2.13E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2178,2.13E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2179,2.12E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2180,2.12E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2181,2.12E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2182,2.11E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2183,2.11E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2184,2.10E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2185,2.10E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2186,2.09E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2187,2.09E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2188,2.09E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2189,2.08E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2190,2.08E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2191,2.07E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2192,2.07E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2193,2.07E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2194,2.06E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2195,2.06E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2196,2.05E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2197,2.05E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2198,2.05E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2199,2.04E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2200,2.04E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2201,2.03E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2202,2.03E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2203,2.03E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2204,2.02E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2205,2.02E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2206,2.01E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2207,2.01E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2208,2.01E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2209,2.00E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2210,2.00E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2211,2.00E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2212,1.99E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2213,1.99E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2214,1.98E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2215,1.98E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2216,1.98E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2217,1.97E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2218,1.97E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2219,1.97E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2220,1.96E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2221,1.96E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2222,1.95E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2223,1.95E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2224,1.95E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2225,1.94E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2226,1.94E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2227,1.94E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2228,1.93E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2229,1.93E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2230,1.93E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2231,1.92E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2232,1.92E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2233,1.92E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2234,1.91E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2235,1.91E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2236,1.90E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2237,1.90E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2238,1.90E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2239,1.89E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2240,1.89E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2241,1.89E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2242,1.88E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2243,1.88E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2244,1.88E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2245,1.87E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2246,1.87E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2247,1.87E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2248,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2249,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2250,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2251,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2252,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2253,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2254,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2255,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2256,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2257,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2258,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2259,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2260,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2261,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2262,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2263,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2264,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2265,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2266,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2267,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2268,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2269,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2270,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2271,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2272,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2273,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2274,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2275,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2276,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2277,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2278,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2279,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2280,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2281,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2282,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2283,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2284,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2285,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2286,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2287,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2288,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2289,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2290,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2291,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2292,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2293,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2294,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2295,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2296,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2297,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2298,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2299,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
2300,1.86E+00,Ftot,W/m2,forcing,Simulated,rcp26,MAGICC6
